"Word","Part_of_Speech","Etymology","Definition","Examples_and_Notes","Source_Page"
"Rī","poss. affix","","See Rā.","","111"
"Richh or rīkh","n.m.","(S. Ṛiksha)","A bear.","(The latter form is used in Bashāhr).","111"
"Rigṛū","n.m.","","An attendant, a servant, a peon.","","111"
"Rijhāwṇu","v.t. re.","","To please.","f. -ī, pl. -é.","111"
"Rījhṇu","v.i. re.","","(1) To be satisfied, to be pleased. (2) To be cooked.","f. -ī, pl. -é.","111"
"Rijhyāwṇu","v.t. re.","","To cause or allow to cook.","f. -ī, pl. -é.","111"
"Rīkh","n.m.","(S. Ṛikṣa)","Livelihood.","","111"
"Rikhī","n.m.","(S. Ṛishi)","A sage, a saint.","","111"
"Rin","n.m.","(S. Ṛiṇa)","A debt, a loan.","-deṇī, v.t. ir. To pay a loan. -grāhṇu, v.t. re. To realize a debt.","111"
"Rirāwṇu","v.t. re.","","To cause or allow to slip.","f. -ī, pl. -é.","111"
"Rirkāwṇu","v.t. re.","","To cause or allow to roam.","f. -ī, pl. -é.","111"
"Rirkṇu","v.i. re.","","To roam to and fro.","f. -ī, pl. -é.","111"
"Riṛkū","adj.","","Rolling.","","111"
"Rīṛṇu","v.i. re.","","To stumble, to slip.","f. -ī, pl. -é.","111"
"Rīt","n.f.","(S. Rīti)","Season.","","111"
"Rīt","n.f.","(S. Rīti, the way)","A custom, manners.","-lāṇu, v.t. ir. To accept the expenses of one's marriage, and abandon one's wife to another. -deṇī, v.t. ir. To pay off the marriage expenses of one's wife. -bartṇu, v.t. re. To act according to custom.","111"
"Rjyowṇu","v.t. re.","","To cause or allow to cook or boil.","","111"
"Rkhṛuṅyā","n.f.","(fr. Rākhrī, a thread, and puṇyā, full moon)","A festival held on the full moon in Sāwaṇ at which the twice-born castes don a new sacred thread after worship.","","111"
"Rog","n.m.","(S. Roga)","Disease.","-āwṇu, v.i. re. To appear, of a disease. -hoṇu, v.i. ir. To be diseased, to be ill.","112"
"Roglā","adj. m.","","Sick, ill, having a disease.","f. -ī, pl. -é.","112"
"Roj","n.m.","(P. roz)","Day.","-roj, adv. Every day.","112"
"Rok","n.f.","","(1) Prevention. (2) Cash.","","112"
"Rokāwṇu","v.t. re.","","To cause or allow to prevent.","f. -ī, pl. -é.","112"
"Roki-deṇu","v.t. ir.","","To bar, to prevent, to stand in the way.","","112"
"Rokṇu","v.t. re.","","To bar, to prevent.","f. -ī, pl. -é.","112"
"Roṇḍe-lāgnu","v.i. re.","","To begin to weep.","f. -ī, pl. -é.","112"
"Roṇu, ruṇu","v.t. re.","","To weep, to bewail.","f. -ī, pl. -é.","112"
"Ropā","n.m.","","Planting (of rice).","-ṇī, n.f. The act of planting.","112"
"Ropāwṇu","v.t. re.","","To cause or allow to plant (of rice).","","112"
"Roṛ","n.m.","","(1) A small stone. (2) A stirring about.","","112"
"Roṛā-deṇā","v.ir.","","To stir about.","f. -ī, pl. -é.","112"
"Roṛāwṇu","v.t. re.","","To cause or allow to stir.","f. -ī, pl. -é.","112"
"Roṛṇu","v.t. re.","","To stir.","f. -ī, pl. -é.","112"
"Rosh","n.m.","(S. Roṣa)","Anger, indignation.","-āwṇā, v.i. re. To be angry. -hoṇu, v.i. ir. To be displeased.","112"
"Roshāwṇu","v.t. re.","","To cause or allow to displease.","f. -ī, pl. -é.","112"
"Roshṇu","v.t. re.","","To be angry, to be displeased.","f. -ī, pl. -é.","112"
"Roṭ","n.m.","","A cake for a deity.","-praich, n.m. A present of cooked and uncooked food to a village deity.","112"
"Roṭṭ","adv.","","Entirely.","(Also rapaṭṭ).","112"
"Rowāṇu","v.i. re.","","See Rasāwṇu.","","112"
"Rsóī","n.f.","","See Rasóī.","","112"
"Rsóṭār","n.m.","","A chief's cook.","","12"
"Ru","poss. affix m.","","See Rā.","","112"
"Ruhākārī","n.f.","","Pleading.","-karnī, v.i. ir. To plead. -hoṇī, v.i. ir. To be pleaded.","112"
"Rūdhṇu","v.t. re.","(S. Ruddha)","To detain.","f. -ī, pl. -é.","112"
"Ruī","n.f.","","See Rūň.","","112"
"Rūkh","n.m.","","Side.","-dekhṇā, v.i. re. To betray one's intention. -paltṇā, v.i. re. To be against.","112"
"Rūkāwṇu","v.t. re.","","To cause or allow to prevent.","f. -ī, pl. -é.","112"
"Rūkh","n.m.","","A tree.","(S. Bhūruha).","112"
"Rūkhā","adj. m.","","Rough, unproductive.","f. -ī, pl. -é. (Also rukkhā).","112"
"Rukhaṇī","n.f.","","A kind of chisel.","","112"
"Rukhṛā","n.m.","","A small tree.","","112"
"Rukṇu","v.i. re.","(H. ruknā)","To stop, to be detained.","","112"
"Rulāwṇu","v.i. re.","","To cause or allow to roam.","f. -ī, pl. -é.","113"
"Ruli-jāṇu","v.i. re.","","To be roaming.","f. -ī, pl. -é.","113"
"Rulṇu","v.i. re.","","(1) To roam to and fro. (2) To be without a guardian.","","113"
"Rūm","n.m.","","(1) The act of handling. (2) Hair on the body.","","113"
"Rumāwṇu","v.t. re.","","To cause or allow to plant.","f. -ī, pl. -é.","113"
"Rūṇṇu","v.t. re.","","To plant.","f. -ī, pl. -é.","113"
"Rūpaṛyā","n.m.","(H. rupayā)","A rupee.","","113"
"Rūň","n.f.","","Cotton.","","113"
"Rūṇḍā","adj. m.","","Weeping, bewailing.","f. -ī, pl. -é.","113"
"Rūṇu-de-lāgnu","v.i. re.","","To weep, to bewail.","f. -ī, pl. -é.","113"
"Rūpmātrāṇī","n.f.","","A kind of tree which bears bright red flowers in the monsoon.","","113"
"Rūshāwṇu","v.t. re.","","See Roshāwṇu.","","113"
"Rushṇi-jāṇu","v.i. ir.","","To be displeased or angry.","","113"
"Rushṇu","v.i. re.","","To be angry or displeased.","f. -ī, pl. -é.","113"
"Rūṭī-maṇḍī","n.f.","","A kind of marriage ceremony; a cap from the bridegroom's to the bride's house, dresses her, and brings her home to the bridegroom.","(Kāṅgṛā). In the Simla hills (Syn. Praiṇā).","113"
"Ruwāṇī","adj. f.","","(1) Pleasant. (2) Strong.","","113"
"Sabālā or -u","adj. m.","","In favour.","-hoṇā, v.s. ir. To be favourable.","113"
"Sabhā","n.f.","(S.)","An assembly, a court.","","113"
"Sabhāw","n.m.","(S. Svabhāva, disposition)","Temper, disposition.","","113"
"Sach","n.m.","(S. Satya)","Truth.","-ā or -u, adj. m., f. -ī, pl. -é. True, truthful.","113"
"Sadā","adv.","(S.)","Always, ever.","","113"
"Sadkā","n.m.","","Original, constant.","","113"
"Sāer, sāer sānjī","n.f.","","The first day of the month of Asoj.","","113"
"Saitālis","adj.","","47.","-wāň, m. -wīň, f. -weň, pl. Forty-seventh.","113"
"Sajāltṇu","v.t. re.","","To make fit.","f. -ī, pl. -é.","113"
"Sājaṇ","n.m.","(S. Sajjana)","A term for a husband.","(Also sājaṇ).","113"
"Sājaṇī","n.f.","","The actual passage of the sun from one sign of the zodiac into another.","","113"
"Sājṇu","v.t. re.","","To skin a sacrificed goat or sheep.","","113"
"Sājrā","adj. m.","","Fresh.","f. -ī, pl. -é. Sājrā dūdh, Fresh milk. Sājrā chopar, Fresh butter. Sājrā pāṇī, Fresh water.","113"
"Sakārā","n.m.","","Readiness.","-hoṇā, v.i. ir. To be ready.","113"
"Sākh","n.m.","","Relation.","(Also shākh).","113"
"Sālag-misrī","n.f.","","A kind of herb used as a medicine.","","113"
"Shālā","n.m.","","Brother-in-law.","","117"
"Shālá, -u","adj. m.","","Cold, chilly.","f. -ī, pl. -é.","117"
"Shālāwṇu","v.t. re.","","To make cool.","f. -ī, pl. -é.","117"
"Shāléwṇu","v.i. re.","","See Shāléwṇu.","","117"
"Shālh","n.f.","","Sister-in-law.","","117"
"Shalk","n.f.","","A heavy shower (of rain).","Proverb: 'Bádlī páke bhalkó; Pāṇī rī lāgī shalkó' - 'When the clouds are red at morn, Then there will be a heavy shower of rain.'","117"
"Shalnī","n.f. pl.","","Pain, aches.","-paṛnī, v.i. re. To feel pain.","117"
"Shālṇu","v.i. re.","","To become cold.","","117"
"Shaló","n.m.","","Locusts.","","117"
"Shalwṇu","v.i. re.","","To be cool or cold.","","117"
"Shamáṇa, samáṇu","v.i. re.","","To die.","","117"
"Shāmá","n.m.","","A kind of grass that grows in fields in the autumn.","(Also shāṅī).","117"
"Shaṇáṇ","n.m.","(S. Snāna)","Bathing, a bath.","","117"
"Shanchar","n.m.","(S. Shanishchara)","Saturn or Saturday.","","117"
"Shāṇḍ","adj.","","Barren (of a cow or buffalo).","","117"
"Shāṇḍṇu","v.i. re.","","To fatigue.","","117"
"Shāṇgal","n.f.","","The chain of a door.","(S. Shriṅkhalā).","117"
"Shāṅgī","n.f.","","The throat.","","117"
"Shānnī","n.f.","","A small room in a house to keep sheep in.","","117"
"Shānt","n.f.","(S. Shānti, peace)","A religious observance in honour of a deity.","","117"
"Shāpṛ","n.m.","","A rock.","","117"
"Sharam","n.f.","(H. Sharm)","Shame.","-āwṇī, v.i. re. To feel ashamed.","117"
"Shārdā","n.m.","","A kind of tax.","","117"
"Shāṛh","n.m.","(S. Āṣāṛha)","The third Hindū month, corresponding to June.","","117"
"Shāṛhī","n.f.","","The autumnal harvest.","","117"
"Shariṇ, shriṇ","n.f.","","The smell of anything rotting.","","117"
"Shaṛū","n.m. pl.","","Hail.","-paṛné, v.i. re. To fall, of hail.","117"
"Shā's","n.f.","","See Sā's.","","117"
"Shashā","n.m.","","A hare.","(Syn. faṛ-ṛū).","117"
"Shāshwṇu","v.t. re.","","To cause or allow to rub oil or butter on the body.","","117"
"Shāshṇu","v.t. re.","","To rub oil or butter on the body.","","117"
"Shāṭā","n.f.","","A bark (of a tree).","pl. -é.","117"
"Shāṭh","n.m. pl.","","The straw of the crop called koḍā, or used as fodder for cattle.","","117"
"Shā'h","adj.","","60.","-wāň, adj. m.; -wīň, pl. -weň. The sixtieth.","117"
"Shā'l","n.f.","","Shingle, a piece of wood.","Shā'ī, pl. Shā'é.","117"
"Shaikāwṇu","v.t. re.","","To cause or allow to escape.","f. -ī, pl. -é.","117"
"Shaikṇu","v.i. re.","","To escape, to run away.","f. -ī, pl. -é.","118"
"Shaṭkā","adv.","","Soon, instantly, immediately.","-chāṛé, adv. At once.","118"
"Shau","n.m.","","A porcupine.","(Also shāī).","118"
"Shauṅ","n.f.","(H. saugand)","A swearing.","-deṇī, v.t. ir. To put on oath. 'Tere shauṅ, āň ni dewaṅḍā.' - 'I swear on you, I am not going.'","118"
"Shauṅkaṇ","n.f.","","A rival.","","118"
"Shaun","n.f.","","A rival wife.","","118"
"Shāuṇī","n.f.","","A term for land that may be under direct cultivation by a chief.","Syn. bāshā.","118"
"Shauṇlāwṇu","v.t. re.","","To cause or allow to shear wool (of sheep).","","118"
"Shauṇlṇu","v.t. re.","","To shear wool (of sheep).","f. -ī, pl. -é.","118"
"Shekhṛā","n.m.","","See Saurā.","","118"
"Shekhū","n.m.","(H.)","A garland to be worn at a wedding.","","118"
"Shékṛ, shekṛā","n.m.","","Bark or shell.","-mārnī, v.s. re. To boast of.","118"
"Shekhṛā","n.m.","","See Shékṛ.","","118"
"Shél","n.m.","","Fibre used to make ropes. It is produced from the bark of a tree called byoṅl which is also used to feed cattle.","","118"
"Shél, shelī","n.f.","","The root of an esculent plant called kachālá.","","118"
"Sher, sheṛī","n.f.","","A long field, generally of rice.","","118"
"Sheṛū","n.f.","(S. Sharṣapa)","A kind of mustard (Sinapis dichotoma).","(pl. See Sheṛ).","118"
"Sheṭāwṇu","v.t. re.","","To cause or allow to throw away.","f. -ī, pl. -é.","118"
"Sheṭṇu","v.i. re.","","To cast away.","f. -ī, pl. -é.","118"
"Sheṭuwṇu","v.t. re.","","To be cast away.","f. -ī, pl. -é.","118"
"Shīghrá","adv. m.","(S. Shīghra)","Soon, immediately.","f. -ī, pl. -é.","118"
"Shikhṇu","v.t. ir.","","To give good advice, to instruct, to bring up.","","118"
"Shikṛā","n.m.","","A small bird of prey.","","118"
"Shil","n.f.","","A large stone.","","118"
"Shīlā","adj. m.","","Not sunny. A place where the sun shines but for a short time.","f. -ī, pl. -é.","118"
"Shīm","n.m.","","Mucus.","","118"
"Shimāwṇu","v.t. re.","","To cause or allow to give off mucus.","f. -ī, pl. -é.","118"
"Shīmṇu","v.i. re.","","To excrete mucus.","","118"
"Shīṅg","n.m.","(S. Shriṅga)","A horn.","-o, pl. Horns.","118"
"Shīṅgāwṇu","v.t. re.","","To cause or allow to smell.","f. -ī, pl. -é.","118"
"Shīṅghṇu","v.t. re.","","To smell.","f. -ī, pl. -é.","118"
"Shir","n.m.","(S. Shiras)","Head.","-nāmā, n.m. Heading.","118"
"Shrī","n.f.","","(1) The head of a sacrificed goat or sheep. (2) The queen. 'Sāre paṅdro rī shrī' - 'The queen of all the hills.'","119"
"Shīsh","n.m.","(H.)","See Shīr.","","119"
"Shkoṇā","n.m.","","The act of drying in the sun.","","119"
"Shkoṇu","v.i. re.","","To dry (grain in the sun).","","119"
"Shkoṭhā, śkoṭhā","n.m.","","A gift of grain given to menials for their services at each harvest.","","119"
"Shlákhṛā","n.m.","","A kind of green wood-pecker.","","119"
"Shlauṇ","n.m.","","A kind of intestinal worm for which sweet medicine is the best remedy.","","119"
"Shléh","n.f.","","Peace of mind.","-paṛnī, v.i. re. To be pleased or content.","119"
"Shloṭṛī","n.m.","(S. Shlihotrin)","One versed in the treatment of horses.","","119"
"Shnāī","n.m.","","A beam or timber in a room for keeping sheep.","","119"
"Shobā","n.m.","","A sharp point (of anything).","","119"
"Shobhā, shobh'ā or -u","adj. m.","","Handsome, pretty.","f. -ī, pl. -é.","119"
"Shobhṭā, shobṭā","adj. m.","","Pretty, fine, of good quality.","f. -ī, pl. -é.","119"
"Sho'g","n.m.","","Mourning, sadness.","-kholṇā, v.i. re. A ceremony in which a goat is sacrificed to remove mourning. -mānāṇā, v.i. re. To observe the mourning ceremony.","119"
"Shojā","n.m.","(S. Shotha)","Swelling.","-āwṇā or -hoṇā, v.i. re. To swell.","119"
"Shohṛū","n.m.","","The wild carrot.","","119"
"Shoshāwṇu","v.t. re.","","To cause or allow to suck.","f. -ī, pl. -é.","119"
"Shóshl","n.f.","","A hole.","Syn. ol.","119"
"Shoshṇu","v.i. re.","","To suck.","f. -ī, pl. -é.","119"
"Sho't","n.f.","","A small quantity of tobacco, to be smoked at one time.","","119"
"Shóṭā","n.m.","","A sharp piece of wood.","-lāgnā, v.i. ir. To be pierced with a sharp bit of wood.","119"
"Shoṭāwṇu","v.t. re.","","To cause or allow to smoke.","f. -ī, pl. -é.","119"
"Shoṭuṇu","v.i. re.","","To smoke.","(Bashāhr).","119"
"Shrā","or shūāh","n.f.","","Headache.","-lā'nī, v.i. re. To feel headache.","119"
"Shrā'd","n.m.","(S. Shrāddha)","A religious ceremony in which food is offered in the names of ancestors.","-khāṇu, v.i. re. To open the mouth. 'Poṛā shrād khāi-o?'","119"
"Shuchā or -u","adj. m.","","Pure, unpolluted, clean.","f. -ī, pl. -é.","119"
"Shudhī","n.f.","(S. Shuddhi, purity)","Purity, cleanliness, purification.","","119"
"Shujāwṇu","v.t. re.","","To show, to cause to witness.","f. -ī, pl. -é.","119"
"Shujhṇu, shujhṇu","v.t. re.","","(1) To see, to witness. (2) To swell.","","119"
"Shukr","n.m.","(S. Shukra)","Friday.","","120"
"Shūl","n.f.","","An ache or pain in the stomach or ribs.","","120"
"Shūṅdh","n.m.","","Asafoetida.","-hoī-jāṇā, v.i. ir. To get rid of mourning.","120"
"Shūṅgā","n.m.","(S. Shūkara)","A hog, a boar.","","120"
"Shuṅhāwṇu","v.t. re.","","To cause or allow to sweep.","f. -ī, pl. -é.","120"
"Shuṅhṇī","n.f.","","A broom.","-deṇī, v.i. ir. To sweep.","120"
"Shuṅhṇu","v.t. re.","","To sweep.","f. -ī, pl. -é.","120"
"Shuṅhṭā","n.m.","","A broom.","","120"
"Shuṅhṭā","n.m.","","To hear, to listen.","f. -ī, pl. -é.","120"
"Shuṅṭh","n.f.","(S. Shuṇṭhī)","Dried ginger.","","120"
"Shuṅwṇu","v.i. re.","","To be swept.","f. -ī, pl. -é.","120"
"Shuṇṇu","v.t. re.","","To be heard.","f. -ī, pl. -é.","120"
"Shūr","adj.","(H.)","Valiant, brave.","","120"
"Shwāgā","n.m.","","A great cry.","-deṇā, v.t. ir. To cry out loud.","120"
"Shwār","n.m.","(H. sawār)","A rider, a horseman.","","120"
"Shwāṛ","n.f.","(H. sawārī)","Conveyance.","","120"
"Shwāṛī","n.f.","","A small plot of land in front of a house, used for cultivating vegetables, etc.","","120"
"Shwāṛṇu","v.t. re.","","To rule.","f. -ī, pl. -é.","120"
"Shwāṛuwṇu","v.i. re.","","To be ridden.","f. -ī, pl. -é.","120"
"Shyāṛ","n.m.","(S. Shriṅgāla)","A jackal.","","120"
"Shyārā","n.m.","","A kind of tree.","","120"
"Shyālī","n.f.","","A contemporary (of equal age).","","120"
"S-hyārī-rā","adj. m.","","Of equal age.","-re, pl.","120"
"Sīdhā","n.f.","","A kind of bread.","-de-bākhṭé, adv. in old age.","120"
"Sidh-biṇāyak","n.m.","(S. Siddhagaṇāyaka)","The deity Ganesh.","","120"
"Simrṇu","v.t. re.","","To bear in mind, to remember, to keep in mind.","f. -ī, pl. -é. (S. Smaraṇa).","120"
"Sīñch","n.f.","","Sprinkling.","","120"
"Sīñchāwṇu","v.t. re.","","To cause or allow to irrigate.","f. -ī, pl. -é.","120"
"Siñchṇu","v.t. re.","","To irrigate, to sprinkle.","f. -ī, pl. -é.","120"
"Siñchuwṇu","v.t. re.","","To be irrigated or sprinkled.","f. -ī, pl. -é.","120"
"Sīñj","n.f.","","The joint of a metal vessel.","","120"
"Sījāwṇu","v.t. re.","","To cause or allow to repair or irrigate.","","120"
"Sījṇu","v.t. re.","","(1) To repair. (2) To irrigate or sprinkle.","","120"
"Sījuwṇu","v.t. re.","","To be repaired or irrigated.","f. -ī, pl. -é.","120"
"Sīkwā","v.t. re.","","To cause or allow to sew.","f. -ī, pl. -é.","120"
"Sīṅwṇ, sīṅwṇī","n.f.","","A needle.","","120"
"Sīṅwṇī","n.f.","","See Sīṅwṇ.","","120"
"Sīṅwṇu","v.t. re.","","To sew.","f. -ī, pl. -é.","120"
"Sīwuwṇu","v.i. re.","","To be sewn.","f. -ī, pl. -é.","120"
"Sioṇ","n.f.","","A boundary line, a boundary made by stones.","","121"
"Sīr","n.f.","","A line made by combing the hair on the head.","","121"
"Siuṅd","n.f.","","See Shūṅdh or Sīṅwṇī.","","121"
"Sjeṛṇu","v.t. re.","","To make wet, to moisten.","f. -ī, pl. -é.","121"
"Skóp","n.f.","","The impurity in a woman's delivery of a child.","The impurity lasts for ten days. -hoṇī, v.i. re. To become impure for ten days on the birth of a child.","121"
"Skerṇu","v.t. re.","","To repair, to mend.","f. -ī, pl. -é.","121"
"Skoṭhā","n.m.","","See Shkoṭhā.","","121"
"Soch","n.m.","(S. Shocha)","Thinking or a thought.","-paṛnā, v.i. re. To be thoughtful.","121"
"Sochāwṇu","v.i. re.","","To cause or allow to think.","f. -ī, pl. -é.","121"
"Sochṇu","v.i. re.","","To think, to consider.","f. -ī, pl. -é.","121"
"Sochuwṇu","v.i. re.","","To be thought of, considered.","f. -ī, pl. -é.","121"
"Soeṇā","n.m.","(H. sonā, S. Suvarṇa)","Gold.","-rā or -u, adj. m., f. -ī, pl. -é. Golden.","121"
"Soī","n.f.","","A kind of plant, used as a vegetable.","","121"
"Sojh","n.f.","","Remembrance.","-rāṇī, v.t. ir. To remember, to recollect.","121"
"Solā","n.m.","","(1) A ceremony performed 16 days after a death. (2) A small grain measure = 5 chiṭāks.","","121"
"Soḷo","adj.","","16.","-wāň, m. -wīň, f. -weň, pl. The sixteenth.","121"
"Soṅf","n.f.","(H.)","Anise seed.","","121"
"Soṅwār, swāṅī or swār","n.m.","(H. soṅwār)","A term used for the compensation paid for taking another man's wife, on her going to another man on payment of the marriage expenses, of which one rupee is paid as earnest money.","121"
